"site_code","project_name","community_type","calendar_year","treatment_year","treatment","nutrients","light","carbon","water","other_manipulation","n","p","k","CO2","precip","temp","mow_clip","burn","herb_removal","management","other_trt","trt_details","successional","plant_mani","plant_trt","pulse","plot_mani","resource_mani","max_trt","public","factorial","trt_type"
"JSP","GCE","0",2008,10,"R",1,0,1,1,1,0,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"irr"
"JSP","GCE","0",2009,11,"R",1,0,1,1,1,0,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"irr"
"JSP","GCE","0",2010,12,"R",1,0,1,1,1,0,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"irr"
"JSP","GCE","0",2011,13,"R",1,0,1,1,1,0,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"irr"
"JSP","GCE","0",1998,0,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",1999,1,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2000,2,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2001,3,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2002,4,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2003,5,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2004,6,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2005,7,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2006,8,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2007,9,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2008,10,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2009,11,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2010,12,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",2011,13,"CHRN",1,0,1,1,1,7,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,4,1,1,0,1,"N*irr*CO2*temp"
"JSP","GCE","0",1998,0,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",1999,1,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2000,2,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2001,3,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2002,4,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2003,5,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2004,6,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2005,7,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2006,8,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2007,9,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2008,10,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2009,11,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2010,12,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",2011,13,"HN",1,0,1,1,1,7,0,0,0,0,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*temp"
"JSP","GCE","0",1998,0,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",1999,1,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2000,2,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2001,3,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2002,4,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2003,5,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2004,6,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2005,7,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2006,8,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2007,9,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2008,10,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2009,11,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2010,12,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",2011,13,"CRN",1,0,1,1,1,7,0,0,300,50,0,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*CO2"
"JSP","GCE","0",1998,0,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",1999,1,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2000,2,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2001,3,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2002,4,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2003,5,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2004,6,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2005,7,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2006,8,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2007,9,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2008,10,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2009,11,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2010,12,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",2011,13,"N",1,0,1,1,1,7,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"N"
"JSP","GCE","0",1998,0,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",1999,1,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2000,2,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2001,3,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2002,4,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2003,5,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2004,6,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2005,7,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2006,8,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2007,9,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2008,10,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2009,11,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2010,12,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",2011,13,"CHN",1,0,1,1,1,7,0,0,300,0,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*CO2*temp"
"JSP","GCE","0",1998,0,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",1999,1,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2000,2,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2001,3,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2002,4,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2003,5,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2004,6,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2005,7,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2006,8,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2007,9,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2008,10,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2009,11,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2010,12,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",2011,13,"HR",1,0,1,1,1,0,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"irr*temp"
"JSP","GCE","0",1998,0,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",1999,1,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2000,2,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2001,3,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2002,4,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2003,5,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2004,6,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2005,7,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2006,8,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2007,9,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2008,10,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2009,11,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2010,12,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",2011,13,"CN",1,0,1,1,1,7,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*CO2"
"JSP","GCE","0",1998,0,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",1999,1,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2000,2,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2001,3,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2002,4,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2003,5,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2004,6,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2005,7,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2006,8,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2007,9,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2008,10,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2009,11,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2010,12,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",2011,13,"amb",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,1,1,0,1,"control"
"JSP","GCE","0",1998,0,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",1999,1,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2000,2,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2001,3,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2002,4,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2003,5,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2004,6,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2005,7,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2006,8,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2007,9,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2008,10,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2009,11,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2010,12,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",2011,13,"CHR",1,0,1,1,1,0,0,0,300,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"irr*CO2*temp"
"JSP","GCE","0",1998,0,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",1999,1,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2000,2,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2001,3,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2002,4,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2003,5,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2004,6,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2005,7,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2006,8,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2007,9,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2008,10,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2009,11,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2010,12,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",2011,13,"HRN",1,0,1,1,1,7,0,0,0,50,1.5,0,0,0,0,"0","0",0,0,0,0,3,1,1,0,1,"N*irr*temp"
"JSP","GCE","0",1998,0,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",1999,1,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2000,2,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2001,3,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2002,4,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2003,5,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2004,6,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2005,7,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2006,8,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2007,9,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2008,10,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2009,11,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2010,12,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",2011,13,"C",1,0,1,1,1,0,0,0,300,0,0,0,0,0,0,"0","0",0,0,0,0,1,1,1,0,1,"CO2"
"JSP","GCE","0",1998,0,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",1999,1,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2000,2,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2001,3,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2002,4,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2003,5,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2004,6,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2005,7,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
"JSP","GCE","0",2006,8,"RN",1,0,1,1,1,7,0,0,0,50,0,0,0,0,0,"0","0",0,0,0,0,2,1,1,0,1,"N*irr"
